Dataset_ID,Method,Values,Distance_Penalty,Range_Penalty,Final_Score,Is_Strict_Penalty,Value_Range,Violations
0,AM-I,"[58.92465095607599, 53.171277354450275, 57.896632441091846]",28.354373663952188,0.0,0.6317613809876339,False,"(30, 120)","Interval: [53.171277354450275, 57.896632441091846] req=9.0 act=4.73; Interval: [57.896632441091846, 58.92465095607599] req=9.0 act=1.03"
1,AM-II,"[48.336531420206555, 47.768496308567045, 45.625547480671344]",30.963654282911758,0.0,0.5978746197024447,False,"(30, 120)","Interval: [45.625547480671344, 47.768496308567045] req=9.0 act=2.14; Interval: [47.768496308567045, 48.336531420206555] req=9.0 act=0.57"
2,AM-III,"[80.57337077601784, 67.09380365364098, 75.77987571939369]",14.152486450522527,0.0,0.8391762903349713,False,"(30, 150)","Interval: [67.09380365364098, 75.77987571939369] req=9.0 act=8.69; Interval: [75.77987571939369, 80.57337077601784] req=9.0 act=4.79"
3,AM-IV,"[54.86086395869916, 50.797330561661944, 55.045721898047866]",45.83869554538026,0.0,0.4046922656444122,False,"(30, 120)","Interval: [50.797330561661944, 54.86086395869916] req=9.0 act=4.06; Interval: [54.86086395869916, 55.045721898047866] req=9.0 act=0.18"
4,AM-V,"[65.31686706052017, 65.5324227777164, 66.95407680566765]",32.43912509769952,0.0,0.6313735784352328,False,"(30, 150)","Interval: [65.31686706052017, 65.5324227777164] req=9.0 act=0.22; Interval: [65.5324227777164, 66.95407680566765] req=9.0 act=1.42"
5,AM-VI,"[66.6549061660618, 61.56003195345551, 73.03158879565689]",21.761477192662063,0.0,0.7801870990640196,False,"(30, 180)","Interval: [61.56003195345551, 66.6549061660618] req=9.0 act=5.09; Interval: [66.6549061660618, 73.03158879565689] req=9.0 act=6.38"
