Reaction_type,P,S1,S2,pred_best_methods,pred_best_methods_str,pred_best_score,error,pred_AM-I_P,pred_AM-I_S1,pred_AM-I_S2,pred_AM-II_P,pred_AM-II_S1,pred_AM-II_S2,pred_score_AM-I,pred_score_AM-II,pred_score_AM-III,pred_score_AM-IV,pred_score_AM-V,pred_score_AM-VI,pred_AM-IV_P,pred_AM-IV_S1,pred_AM-IV_S2,pred_AM-III_P,pred_AM-III_S1,pred_AM-III_S2,pred_AM-VI_P,pred_AM-VI_S1,pred_AM-VI_S2,pred_AM-V_P,pred_AM-V_S1,pred_AM-V_S2
acylation,CC(C)(C(=O)NCc1ccc(F)cc1F)c1ccccc1,NCc1ccc(F)cc1F,CC(C)(C(=O)O)c1ccccc1,['AM-I'],AM-I,1.0,,82.70952891462156,49.9631457228909,63.57134582952409,,,,1.0,0.8848724945328587,0.9797432971577799,0.9672417746739367,0.6499377586382726,0.9741550343698145,,,,,,,,,,,,
acylation,Cc1ccc(CC(=O)NCc2ccco2)cc1,NCc1ccco1,Cc1ccc(CC(=O)O)cc1,['AM-I'],AM-I,0.962932920077426,,68.00073709031166,38.485668540670744,59.85698663652312,,,,0.962932920077426,0.7751244320219175,0.9205805236005837,0.7745050785744992,0.7539085380202352,0.8810249942616252,,,,,,,,,,,,
acylation,O=C(NCc1ccco1)c1ccc(C(F)(F)F)cn1,NCc1ccco1,O=C(O)c1ccc(C(F)(F)F)cn1,['AM-I'],AM-I,1.0,,68.39976881260624,38.485668540670744,53.81650331551455,,,,1.0,0.6951133353909682,0.9667838482071072,0.7968965125037248,0.6481633771426057,0.8701339519022702,,,,,,,,,,,,
acylation,COc1ccc(CC(=O)NCc2ccc(C)cc2)cc1,Cc1ccc(CN)cc1,COc1ccc(CC(=O)O)cc1,['AM-I'],AM-I,1.0,,73.71411216408998,45.0875933616963,59.02492869722752,,,,1.0,0.7453088380058122,0.9764180096972057,0.9326604970958889,0.7107891306887333,0.9665001476473508,,,,,,,,,,,,
acylation,Cc1ccc(CNC(=O)c2c(C)cccc2C)cc1,Cc1ccc(CN)cc1,Cc1cccc(C)c1C(=O)O,['AM-I'],AM-I,1.0,,79.47694568917288,45.0875933616963,59.6692463644063,,,,1.0,0.7525372257444354,0.9602962302842881,0.9632016119242452,0.8023758998739017,0.9418790916470791,,,,,,,,,,,,
acylation,Cc1ccc(CNC(=O)Cc2ccc3c(c2)OCO3)cc1,Cc1ccc(CN)cc1,O=C(O)Cc1ccc2c(c1)OCO2,['AM-I'],AM-I,1.0,,72.98942119444652,45.0875933616963,58.30749372218816,,,,1.0,0.6497922399253416,0.9822884719473627,0.8911464298376194,0.6678361759820111,0.9638894109566616,,,,,,,,,,,,
acylation,COc1ccc(CNC(=O)C(C)c2ccc(-c3ccccc3)c(F)c2)cc1,COc1ccc(CN)cc1,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,['AM-III'],AM-III,1.0,,,,,,,,0.743569721517136,0.6572245536674737,1.0,0.8825512774106035,0.8310291708807529,0.8319472632951554,,,,97.19058947883903,66.65397625584788,85.80382017233188,,,,,,
acylation,COc1ccc(CNC(=O)C2c3ccccc3Oc3ccccc32)cc1,COc1ccc(CN)cc1,O=C(O)C1c2ccccc2Oc2ccccc21,['AM-III'],AM-III,1.0,,,,,,,,0.8081500746250805,0.7543364609695093,1.0,0.8827474681120451,0.7562210721700099,0.8785232401873809,,,,91.8090164518766,66.65397625584788,79.63650697014793,,,,,,
acylation,Cc1ccc(CC(=O)NCc2ccc3c(c2)OCO3)cc1,NCc1ccc2c(c1)OCO2,Cc1ccc(CC(=O)O)cc1,['AM-I'],AM-I,1.0,,71.7405745712408,47.251743787512765,59.85698663652312,,,,1.0,0.6231210207623112,0.9922777311006353,0.8374972927128566,0.6365902611437416,0.9456132432313222,,,,,,,,,,,,
acylation,CC(C(=O)NCc1ccc2c(c1)OCO2)c1ccc(CBr)cc1,NCc1ccc2c(c1)OCO2,CC(C(=O)O)c1ccc(CBr)cc1,"['AM-I', 'AM-III']","AM-I, AM-III",1.0,,76.44611490526162,47.251743787512765,66.282062078384,,,,1.0,0.6739423741501815,1.0,0.8330290521470476,0.7695890450739244,0.8706691862513631,,,,87.60882635964614,64.35605136879553,76.98182823442485,,,,,,
acylation,O=C(NCc1ccc2c(c1)OCO2)c1ccc(C(F)(F)F)cn1,NCc1ccc2c(c1)OCO2,O=C(O)c1ccc(C(F)(F)F)cn1,['AM-III'],AM-III,1.0,,,,,,,,0.9868222918181915,0.6776806340013856,1.0,0.8138266323681722,0.44114071484259887,0.8463983236962284,,,,88.19075087843797,64.35605136879553,75.86835190351971,,,,,,
