Reaction_type,P,S1,S2,pred_best_methods,pred_best_methods_str,pred_best_score,error,pred_AM-I_P,pred_AM-I_S1,pred_AM-I_S2,pred_AM-II_P,pred_AM-II_S1,pred_AM-II_S2,pred_score_AM-I,pred_score_AM-II,pred_score_AM-III,pred_score_AM-IV,pred_score_AM-V,pred_score_AM-VI,pred_AM-IV_P,pred_AM-IV_S1,pred_AM-IV_S2,pred_AM-III_P,pred_AM-III_S1,pred_AM-III_S2,pred_AM-VI_P,pred_AM-VI_S1,pred_AM-VI_S2,pred_AM-V_P,pred_AM-V_S1,pred_AM-V_S2
SNAr,N#CC1=CN=C(NC2CCCCC2)C=C1,NC1CCCCC1,N#CC1=CN=C(Br)C=C1,['AM-I'],AM-I,1,,76.18192355070619,53.44078394809641,63.054690706146,,,,1,0.9764612205264521,0.8394944312639492,0.4453720101809213,0.3968514756206337,0.6458652886240459,,,,,,,,,,,,
SNAr,N#CC1=CN=C(N(CCC2)CC2C)C=C1,CC1CNCCC1,N#CC1=CN=C(Br)C=C1,['AM-I'],AM-I,1,,80.41831040283753,53.3950014440003,63.054690706146,,,,1,0.9914709442718858,0.6779418304818765,0.6406749556482698,0.3614427985732196,0.7342520623153104,,,,,,,,,,,,
SNAr,CC1=CC=CN=C1N(CCC2)C2CO,OCC1NCCC1,CC1=CC=CN=C1Br,['AM-I'],AM-I,0.9189764092302519,,45.5817102853347,38.45335523211588,55.43670603710638,,,,0.9189764092302519,0.6049434395868298,0.8298796742096307,0.6484387607015991,0.48277766155759716,0.7122898993452702,,,,,,,,,,,,
SNAr,CCC1=CN=C(N(C)CCC)N=C1,CCCNC,CCC1=CN=C(Cl)N=C1,['AM-I'],AM-I,1,,71.3320829429545,44.435285107445694,59.75608826535523,,,,1,0.7127772585468176,0.6497047901492208,0.6652289905336792,0.4140912109241901,0.7428554760140411,,,,,,,,,,,,
SNAr,O=[N+]([O-])C1=CC=C(NC2=CC=C(N=C2)OC)N=C1C,NC1=CC=C(OC)N=C1,O=[N+](C1=CC=C(F)N=C1C)[O-],"['AM-I', 'AM-II']","AM-I, AM-II",1,,76.94867505009057,37.66017850268299,66.27548684394371,67.18292467945068,38.96256776087189,56.647255549515776,1,1,0.8296369970454758,0.7755105243526352,0.8769554922492517,0.7654584392362094,,,,,,,,,,,,
SNAr,CC1=CN=C(N2C(C=CN=C3)=C3C=C2)N=C1,C12=C(NC=C2)C=CN=C1,CC1=CN=C(Cl)N=C1,"['AM-I', 'AM-II']","AM-I, AM-II",1,,43.73017959306439,30.010080435612963,53.28993817820442,42.61696780421776,30.005108085117598,54.68768718008047,1,1,0.4853217320984414,0.6460593505911769,0.689915586324255,0.6378125899752745,,,,,,,,,,,,
SNAr,CC1=CC=CC(NC2=CC(C(C)=O)=CC=C2)=N1,NC1=CC(C(C)=O)=CC=C1,CC1=CC=CC(F)=N1,['AM-VI'],AM-VI,0.854668633045858,,,,,,,,0.6041817907758706,0.4456941469400313,0.7979951305835128,0.6192918451104996,0.7064666320622446,0.854668633045858,,,,,,,71.34000959258688,62.7085771096324,76.39223551109438,,,
SNAr,N#CC1=CC=CN=C1NC2=CC=CC(C)=C2C,NC1=CC=CC(C)=C1C,N#CC1=CC=CN=C1F,"['AM-II', 'AM-III']","AM-II, AM-III",1,,,,,65.382805735393,53.38491104476651,43.17923246189375,0.9521261939350139,1,1,0.6993912019743,0.7171781667234327,0.5894661999842428,,,,85.62083433517034,75.18064597145991,65.63150155781042,,,,,,
SNAr,O=[N+]([O-])C1=CN=C(NC2=CC(C#C)=CC=C2)C(C)=C1,C#CC1=CC=CC(N)=C1,O=[N+](C1=CN=C(F)C(C)=C1)[O-],"['AM-I', 'AM-III']","AM-I, AM-III",1,,80.15766475408574,45.618334105028254,66.83137277929515,,,,1,0.981592796353641,1,0.8889656878047166,0.5704313079250269,0.5296946261183193,,,,93.04615348912745,70.64878936581097,80.01030733398005,,,,,,
SNAr,N#CC1=CC=C(N2C(C)=CC3=C2C=CC=C3)C=C1C(F)(F)F,CC(N1)=CC2=C1C=CC=C2,N#CC1=CC=C(F)C=C1C(F)(F)F,['AM-VI'],AM-VI,1,,,,,,,,0.9971980147776093,0.9690748291683831,0.9970979633950391,0.9014269394394592,0.5041090831878435,1,,,,,,,94.91491442829378,73.62451938872348,83.6064714615597,,,
SNAr,CC1=CN=C(N2C(C=CN=C3)=C3C=C2)N=C1,C12=C(NC=C2)C=CN=C1,CC1=CN=C(Br)N=C1,"['AM-I', 'AM-II']","AM-I, AM-II",1,,43.73017959306439,30.010080435612963,53.72994837183542,42.61696780421776,30.005108085117598,55.58399467152991,1,1,0.5340315614864639,0.6460593505911769,0.7015607211127748,0.7086080982931454,,,,,,,,,,,,
SNAr,CCCCN1CCN(C2=CC=CC(C(F)(F)F)=C2C#N)CC1,CCCCN1CCNCC1,N#CC1=C(C(F)(F)F)C=CC=C1F,['AM-I'],AM-I,1,,58.81811025437579,35.14924926736347,79.83537481015526,,,,1,0.8864605431964083,0.974832223539764,0.8589499366612643,0.6600850816015578,0.8250330400453274,,,,,,,,,,,,
SNAr,O=[N+]([O-])C1=CC=C(NC2=CC=CC=C2C)N=C1C,NC1=CC=CC=C1C,O=[N+](C1=CC=C(F)N=C1C)[O-],['AM-I'],AM-I,1,,81.618051826176,49.33401855605694,66.27548684394371,,,,1,0.9902102859852855,0.9782261119944441,0.8067837749201088,0.7370766620931964,0.6035002335503743,,,,,,,,,,,,
SNAr,O=[N+]([O-])C1=CC=C(NC2CCCC2)N=C1C,NC1CCCC1,O=[N+](C1=CC=C(F)N=C1C)[O-],"['AM-I', 'AM-II']","AM-I, AM-II",1,,82.21758388640602,48.53732693848906,66.27548684394371,69.58304178143884,45.005959544682526,56.647255549515776,1,1,0.8722549910455845,0.3317525699142999,0.7499249896687457,0.6142230785673656,,,,,,,,,,,,
SNAr,O=[N+]([O-])C1=CC=C(N(CCOC)C(C)C)N=C1C,CC(NCCOC)C,O=[N+](C1=CC=C(F)N=C1C)[O-],['AM-I'],AM-I,1,,85.18220845093873,50.948558478034464,66.27548684394371,,,,1,0.7628773264710728,0.8032913470526025,0.6517850387571078,0.7097601373237747,0.962417668504292,,,,,,,,,,,,
SNAr,O=[N+]([O-])C1=CC=C(NC2=CC=C(C=C2)C)N=C1C,NC1=CC=C(C)C=C1,O=[N+](C1=CC=C(F)N=C1C)[O-],['AM-I'],AM-I,1,,84.58169448237135,49.33059974412717,66.27548684394371,,,,1,0.9783152912861776,0.9611292285108775,0.7007314791390262,0.6768426519082031,0.7141656763607953,,,,,,,,,,,,
SNAr,O=[N+]([O-])C1=CC=CC=C1N(CC2)CCC2N3CCCCC3,C1(N2CCCCC2)CCNCC1,O=[N+](C1=CC=CC=C1F)[O-],"['AM-I', 'AM-III']","AM-I, AM-III",1,,56.283275368840805,39.61963167471312,68.35582246225636,,,,1,0.7383016006335027,1,0.7486987101795948,0.4200666322624024,0.8658288373618085,,,,89.00018458185727,69.12374197054346,79.58283387850304,,,,,,
SNAr,N#CC1=CC=CC=C1N(CC2)CCC2N3CCCCC3,C1(N2CCCCC2)CCNCC1,N#CC1=CC=CC=C1F,['AM-I'],AM-I,1,,51.017703015260196,39.61963167471312,66.70247510028997,,,,1,0.6221725042920888,0.9806654027961019,0.641048296357952,0.6283540231202651,0.8609354977847294,,,,,,,,,,,,
SNAr,O=C(OCC)C1=CN=C(NC2=CC=CN=C2C)N=C1,CC1=NC=CC=C1N,O=C(C1=CN=C(Cl)N=C1)OCC,['AM-VI'],AM-VI,1,,,,,,,,0.9921819130102092,0.9440412871183553,0.672003833100571,0.9682147139154769,0.7148313430792066,1,,,,,,,65.24873639065424,54.18420083349586,77.69188855542629,,,
acylation,CC(=O)c1ccc(NC(=O)Cc2ccc(C)cc2)cc1,CC(=O)c1ccc(N)cc1,Cc1ccc(CC(=O)O)cc1,['AM-I'],AM-I,1,,72.88780763089235,45.98354858703199,59.34774039700491,,,,1,0.6262098042066995,0.9947716786251078,0.8652889385648541,0.7004134908168562,0.8961803395024738,,,,,,,,,,,,
acylation,COc1ccc(CC(=O)Nc2ccc(C(C)=O)cc2)cc1,CC(=O)c1ccc(N)cc1,COc1ccc(CC(=O)O)cc1,['AM-I'],AM-I,1,,67.52056651922535,45.98354858703199,56.9448496590927,,,,1,0.5961197996333222,0.9727789713244825,0.8321684813563289,0.6281730131470529,0.8771660101607189,,,,,,,,,,,,
acylation,CC(=O)c1ccc(NC(=O)Cc2cc(F)cc(F)c2)cc1,CC(=O)c1ccc(N)cc1,O=C(O)Cc1cc(F)cc(F)c1,['AM-I'],AM-I,1,,74.31384561840676,45.98354858703199,63.254901340215596,,,,1,0.6223722344746001,0.9971717693030003,0.8282447966940163,0.7067123372501116,0.9055182707095333,,,,,,,,,,,,
acylation,CC(=O)c1ccc(NC(=O)C(C)c2ccc(CC3CCCC3=O)cc2)cc1,CC(=O)c1ccc(N)cc1,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,"['AM-I', 'AM-III']","AM-I, AM-III",1,,78.7324976986173,45.98354858703199,66.99660828101631,,,,1,0.6377291450063985,1,0.8735981061531041,0.6612900986010861,0.9042047579650948,,,,86.40787188403766,65.10160840462319,75.48272788311507,,,,,,
acylation,CC(=O)c1ccc(NC(=O)Cc2ccc3c(c2)OCO3)cc1,CC(=O)c1ccc(N)cc1,O=C(O)Cc1ccc2c(c1)OCO2,['AM-I'],AM-I,1,,72.58500310031712,45.98354858703199,58.07690940465211,,,,1,0.6794854698182831,0.9675615782479879,0.7973176640908123,0.5841240322233473,0.8806808980550526,,,,,,,,,,,,
acylation,CC(=O)c1ccc(NC(=O)Cc2ccc3c(c2)C(=O)c2ccccc2CO3)cc1,CC(=O)c1ccc(N)cc1,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,['AM-III'],AM-III,1,,,,,,,,0.983381813838571,0.6749219331172341,1,0.747064821126578,0.6526457610734704,0.9186748368069915,,,,87.00792467886322,65.10160840462319,77.4412633307831,,,,,,
acylation,CC(=O)c1ccc(NC(=O)/C=C/c2ccccc2)cc1,CC(=O)c1ccc(N)cc1,O=C(O)/C=C/c1ccccc1,['AM-I'],AM-I,1,,71.78270956172999,45.98354858703199,58.036427702564694,,,,1,0.855584036746743,0.9843375850994693,0.887742782159937,0.6643903199869574,0.8972688869075449,,,,,,,,,,,,
acylation,CC(=O)c1ccc(NC(=O)c2c(C)cccc2C)cc1,CC(=O)c1ccc(N)cc1,Cc1cccc(C)c1C(=O)O,['AM-I'],AM-I,1,,71.46322510048671,45.98354858703199,59.840545326686154,,,,1,0.6274567427537003,0.9903943852906665,0.9276753649990599,0.8626782435706395,0.9282848965783813,,,,,,,,,,,,
