Dataset_ID,Method,Values,Distance_Penalty,Range_Penalty,Final_Score,Is_Strict_Penalty,Value_Range,Violations
0,AM-I,"[72.33741024973939, 39.77658073555126, 78.79385497638377]",8.478517577852074,0,0.8898893821058173,False,"(30, 120)","Interval: [72.33741024973939, 78.79385497638377] req=9 act=6.46"
1,AM-II,"[53.341335545853134, 38.39647785351099, 61.953752091372706]",1.2919448482680924,0,0.9832214954770377,False,"(30, 120)","Interval: [53.341335545853134, 61.953752091372706] req=9 act=8.61"
2,AM-III,"[86.28984642307177, 61.37461010914083, 84.17265924716449]",22.942709413642415,0,0.7392873930267907,False,"(30, 150)","Interval: [84.17265924716449, 86.28984642307177] req=9 act=2.12"
3,AM-IV,"[66.81597372191857, 50.86321896390093, 64.5864513282547]",22.568258687787097,0,0.7069057313274403,False,"(30, 120)","Interval: [64.5864513282547, 66.81597372191857] req=9 act=2.23"
4,AM-V,"[69.35888979757301, 60.324165014134664, 74.46547765988926]",12.978040458945847,0,0.852522267511979,False,"(30, 150)","Interval: [69.35888979757301, 74.46547765988926] req=9 act=5.11"
5,AM-VI,"[71.9112901535639, 56.78072418217124, 84.66013189092217]",0.0,0,1.0,False,"(30, 180)",None
