Dataset_ID,Method,Values,Distance_Penalty,Range_Penalty,Final_Score,Is_Strict_Penalty,Value_Range,Violations
0,AM-I,"[68.55866440589895, 45.66007827432832, 58.30749372218816]",0.0,0.0,1.0,False,"(30, 120)",None
1,AM-II,"[51.78653968298245, 42.41018347838708, 47.283868442043996]",16.710393795348104,0.0,0.782981898761713,False,"(30, 120)","Interval: [42.41018347838708, 47.283868442043996] req=9.0 act=4.87; Interval: [47.283868442043996, 51.78653968298245] req=9.0 act=4.50"
2,AM-III,"[77.99084943403065, 68.00731711285758, 65.99901128887055]",2.913205906672071,0.0,0.966895387424181,False,"(30, 150)","Interval: [65.99901128887055, 68.00731711285758] req=9.0 act=2.01"
3,AM-IV,"[59.42872177423241, 53.386627801193235, 55.98330730786845]",21.183335317672135,0.0,0.7248917491211411,False,"(30, 120)","Interval: [53.386627801193235, 55.98330730786845] req=9.0 act=2.60; Interval: [55.98330730786845, 59.42872177423241] req=9.0 act=3.45"
4,AM-V,"[70.24534152918314, 65.01268012894086, 72.43432685011977]",35.261177596070276,0.0,0.5993048000446559,False,"(30, 150)","Interval: [65.01268012894086, 70.24534152918314] req=9.0 act=5.23; Interval: [70.24534152918314, 72.43432685011977] req=9.0 act=2.19"
5,AM-VI,"[69.72005671636637, 62.24300199605365, 59.322685941097724]",7.609685909392624,0.0,0.9231344857637108,False,"(30, 180)","Interval: [59.322685941097724, 62.24300199605365] req=9.0 act=2.92; Interval: [62.24300199605365, 69.72005671636637] req=9.0 act=7.48"
