Dataset_ID,Method,Values,Distance_Penalty,Range_Penalty,Final_Score,Is_Strict_Penalty,Value_Range,Violations
0,AM-I,"[47.884257225239594, 32.81573341370581, 37.912344604066924]",1.6264120040162016,0.0,0.9788777661816078,False,"(30, 120)","Interval: [32.81573341370581, 37.912344604066924] req=9.0 act=5.10"
1,AM-II,"[36.78897445009582, 36.611700279150746, 40.62291331594551]",46.629289877350786,0.0,0.3944248067876521,False,"(30, 120)","Interval: [36.611700279150746, 36.78897445009582] req=9.0 act=0.18; Interval: [36.78897445009582, 40.62291331594551] req=9.0 act=3.83"
2,AM-III,"[63.24060064075525, 56.676564902841704, 55.42871324330886]",11.349942682149509,0.0,0.8710233786119375,False,"(30, 150)","Interval: [55.42871324330886, 56.676564902841704] req=9.0 act=1.25; Interval: [56.676564902841704, 63.24060064075525] req=9.0 act=6.56"
3,AM-IV,"[50.13015347853746, 44.456762331319716, 42.71532400156335]",14.113096871875708,0.0,0.8167130276379778,False,"(30, 120)","Interval: [42.71532400156335, 44.456762331319716] req=9.0 act=1.74; Interval: [44.456762331319716, 50.13015347853746] req=9.0 act=5.67"
4,AM-V,"[66.49153428814424, 61.72889134590872, 66.61106420246692]",43.72609047813934,0.0,0.503112608202962,False,"(30, 150)","Interval: [61.72889134590872, 66.49153428814424] req=9.0 act=4.76; Interval: [66.49153428814424, 66.61106420246692] req=9.0 act=0.12"
5,AM-VI,"[54.88175737535252, 53.490178546798404, 47.47708935053082]",26.60595007304145,0.0,0.731253029565238,False,"(30, 180)","Interval: [47.47708935053082, 53.490178546798404] req=9.0 act=6.01; Interval: [53.490178546798404, 54.88175737535252] req=9.0 act=1.39"
