Dataset_ID,Method,Values,Distance_Penalty,Range_Penalty,Final_Score,Is_Strict_Penalty,Value_Range,Violations
0,AM-I,"[81.68498932543226, 48.788672612558614, 64.50907555026565]",0.0,0.0,1.0,False,"(30, 120)",None
1,AM-II,"[63.2613122764921, 48.5603725544908, 55.0120130019323]",3.564152231700053,0.0,0.9537123086792201,False,"(30, 120)","Interval: [48.5603725544908, 55.0120130019323] req=9.0 act=6.45; Interval: [55.0120130019323, 63.2613122764921] req=9.0 act=8.25"
2,AM-III,"[90.89490310229331, 71.34163273279708, 64.60040051259031]",0.9411532415805132,0.0,0.9893050768002214,False,"(30, 150)","Interval: [64.60040051259031, 71.34163273279708] req=9.0 act=6.74"
3,AM-IV,"[66.96674732039372, 56.31536960936581, 55.833666120311655]",3.549290212894102,0.0,0.9539053219104662,False,"(30, 120)","Interval: [55.833666120311655, 56.31536960936581] req=9.0 act=0.48"
4,AM-V,"[74.21489418481386, 66.85561415036959, 77.48964424157424]",24.55323302931783,0.0,0.7209859883032065,False,"(30, 150)","Interval: [66.85561415036959, 74.21489418481386] req=9.0 act=7.36; Interval: [74.21489418481386, 77.48964424157424] req=9.0 act=3.27"
5,AM-VI,"[78.85257254154017, 59.63010688223614, 66.26413753128796]",0.9858205628950767,0.0,0.9900422165364133,False,"(30, 180)","Interval: [59.63010688223614, 66.26413753128796] req=9.0 act=6.63"
