y_true,y_pred,smiles
85.8,83.20225,COC1=CN=C(C2=CC3=CC=CC=C3C=C2)N=C1
84.6,83.77723,ClC1=CC=CC(C2=CN=C(C=C2C)F)=C1
69.0,53.28005,ClC(C=C1)=CN=C1NC2=CC3=C(C=NN3)C=C2
78.6,80.25396,N#CC1=CC=C(C2=CC=C(S2)C)N=C1
54.0,67.290085,CC1CN(C2=NC3=CC=CC=C3N2)CCC1
64.8,66.06187,COC1=CC=C(C2=CN(N=C2C)C)C=C1
72.6,73.24113,COC1=CC(/C=C/C2=CC=C3OC=NC3=C2)=CC=C1O
88.2,87.49937,O=C(OC(C)(C)C)N1C(C2=CN=C(C=C2)N3CCOCC3)=CC4=C1C=CC=C4
82.8,85.153496,N#CC1=CN=C(N(CCC2)CC2C)C=C1
47.4,52.60012,N#CC1=NC=C(C2=CN(N=C2)C)C=N1
70.8,76.973755,FC1=NC=CC(C2=CC3=C(C=C2)NC=C3)=C1
