C,gamma,epsilon
117.3768085823208,0.004308100518515252,0.061155736797674005
256.6710443934805,0.0038219620300459145,0.0010374887147841798
329.75906548981203,0.006989941264690633,0.5677412008579195
373.89189088140125,0.004734796332705408,0.0015253618138762668
109.32781520262569,0.007506115977333855,0.07723610885049836
