file_prefix,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std
AM-IV-filtered,0.8418268430650082,0.04753738495920095,4.011656289982896,0.20596674003688062,2.768605238971747,0.13449247683026314
AM-VI-filtered,0.9115765586330147,0.05392699032583735,5.148575917396795,1.0947492347722556,2.878725225634764,0.14939441312027182
AM-V-filtered,0.8481399231961106,0.025580671610293645,2.802789721178871,0.2982078078075041,2.119748710497164,0.22933614910147027
AM-III-filtered,0.943442111987995,0.027064532933333045,3.000226321596971,0.8591322814995427,1.6314131165355945,0.25870268848909234
