file_prefix,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std
AM-V-filtered,0.8481399231961106,0.025580671610293645,2.802789721178871,0.2982078078075041,2.119748710497164,0.22933614910147027
