file_prefix,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std
AM-IV-filtered,0.8418268430650082,0.04753738495920095,4.011656289982896,0.20596674003688062,2.768605238971747,0.13449247683026314
