C,gamma,epsilon
304.8244749413106,0.001987413102598588,0.20763077091580268
108.1453771761768,0.0031389839123524294,0.41540167840148084
271.93099042110356,0.002827394408120699,0.13564267279706874
883.0335002982498,0.0008013060920781372,0.009202824709802052
951.1129186148223,0.0012516358056096565,0.04169575795379379
