file_prefix,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std
AM-III-filtered,0.943442111987995,0.027064532933333045,3.000226321596971,0.8591322814995427,1.6314131165355945,0.25870268848909234
