file_prefix,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std
AM-VI-filtered,0.9115765586330147,0.05392699032583735,5.148575917396795,1.0947492347722556,2.878725225634764,0.14939441312027182
