Dataset_ID,Method,Values,Distance_Penalty,Range_Penalty,Final_Score,Is_Strict_Penalty,Value_Range,Violations
0,AM-I,"[62.63447814961177, 41.98770862846192, 57.75813410209787]",13.745519841620322,0,0.8214867553036322,False,"(30, 120)","Interval: [57.75813410209787, 62.63447814961177] req=9 act=4.88"
1,AM-II,"[58.68076860827236, 40.26251633543598, 55.71997790837574]",20.130697667011265,0,0.7385623679608926,False,"(30, 120)","Interval: [55.71997790837574, 58.68076860827236] req=9 act=2.96"
2,AM-III,"[78.54592241243401, 69.98700890730922, 80.07436853727927]",26.375467900099824,0,0.700278773862502,False,"(30, 150)","Interval: [69.98700890730922, 78.54592241243401] req=9 act=8.56; Interval: [78.54592241243401, 80.07436853727927] req=9 act=1.53"
3,AM-IV,"[56.88324789418859, 45.00808007459786, 58.010742809057696]",26.24168361710299,0,0.6591989140635975,False,"(30, 120)","Interval: [56.88324789418859, 58.010742809057696] req=9 act=1.13"
4,AM-V,"[66.20477024612701, 64.13077154901154, 66.61139218734166]",51.731264538899595,0,0.41214472114886824,False,"(30, 150)","Interval: [64.13077154901154, 66.20477024612701] req=9 act=2.07; Interval: [66.20477024612701, 66.61139218734166] req=9 act=0.41"
5,AM-VI,"[71.97075068922848, 57.698667962360375, 70.7936380237471]",26.076291115062087,0,0.7366031200498779,False,"(30, 180)","Interval: [70.7936380237471, 71.97075068922848] req=9 act=1.18"
