total_rows,rows_with_prediction,rows_with_exp_score,avg_pred_score,avg_exp_score,pred_score_distribution,exp_score_distribution,method_recommendation_distribution,method_recommendation_percentage
40,40,40,0.9955371688825908,0.9807438514700708,"{'excellent(0.9-1.0)': np.int64(39), 'good(0.7-0.9)': np.int64(1), 'fair(0.5-0.7)': np.int64(0), 'poor(<0.5)': np.int64(0), 'penalty(-1)': np.int64(0)}","{'excellent(0.9-1.0)': np.int64(39), 'good(0.7-0.9)': np.int64(1), 'fair(0.5-0.7)': np.int64(0), 'poor(<0.5)': np.int64(0), 'penalty(-1)': np.int64(0), 'missing': np.int64(0)}","{'AM-I': 32, 'AM-II': 8, 'AM-IV': 5, 'AM-III': 13, 'AM-VI': 11}","{'AM-I': 80.0, 'AM-II': 20.0, 'AM-IV': 12.5, 'AM-III': 32.5, 'AM-VI': 27.500000000000004}"
