Dataset_ID,Method,Values,Distance_Penalty,Range_Penalty,Final_Score,Is_Strict_Penalty,Value_Range,Violations
0,AM-I,"[81.61820193601632, 39.69924148081366, 63.179183723934656]",0.0,0,1.0,False,"(30, 120)",None
1,AM-II,"[53.60063774579369, 36.23469891121155, 53.01611756519923]",28.051599398018467,0,0.6356935143114484,False,"(30, 120)","Interval: [53.01611756519923, 53.60063774579369] req=9 act=0.58"
2,AM-III,"[79.52206659026578, 57.42950059481666, 72.45038794876359]",6.427737861659371,0,0.9269575242993253,False,"(30, 150)","Interval: [72.45038794876359, 79.52206659026578] req=9 act=7.07"
3,AM-IV,"[59.18341669297266, 41.43700288009146, 58.44950079980962]",27.553613689456522,0,0.6421608611758893,False,"(30, 120)","Interval: [58.44950079980962, 59.18341669297266] req=9 act=0.73"
4,AM-V,"[68.44309826303731, 59.43736871442378, 75.8406197785807]",5.341594948188704,0,0.9393000574069466,False,"(30, 150)","Interval: [68.44309826303731, 75.8406197785807] req=9 act=7.40"
5,AM-VI,"[69.18782994346896, 46.77280758493488, 64.09596810223623]",13.027127195890907,0,0.8684128566071625,False,"(30, 180)","Interval: [64.09596810223623, 69.18782994346896] req=9 act=5.09"
