Dataset_ID,Method,Values,Distance_Penalty,Range_Penalty,Final_Score,Is_Strict_Penalty,Value_Range,Violations
0,AM-I,"[76.5104971828901, 64.58995186993366, 51.39781543067743]",0.0,0.0,1.0,False,"(30, 120)",None
1,AM-II,"[62.65287217178694, 52.44171756042691, 49.055101614313735]",2.338910022452844,0.0,0.96962454516295,False,"(30, 120)","Interval: [49.055101614313735, 52.44171756042691] req=9.0 act=3.39"
2,AM-III,"[73.41451659902751, 72.54742525634276, 67.44183267419453]",28.732365281822418,0.0,0.6734958490701999,False,"(30, 150)","Interval: [67.44183267419453, 72.54742525634276] req=9.0 act=5.11; Interval: [72.54742525634276, 73.41451659902751] req=9.0 act=0.87"
3,AM-IV,"[59.18781172005601, 58.78997948872041, 52.210597856371926]",29.682483548736137,0.0,0.6145132006657644,False,"(30, 120)","Interval: [52.210597856371926, 58.78997948872041] req=9.0 act=6.58; Interval: [58.78997948872041, 59.18781172005601] req=9.0 act=0.40"
4,AM-V,"[64.6439317158565, 69.6447826785267, 64.56310656392739]",43.061079618002324,0.0,0.5106695497954281,False,"(30, 150)","Interval: [64.56310656392739, 64.6439317158565] req=9.0 act=0.08; Interval: [64.6439317158565, 69.6447826785267] req=9.0 act=5.00"
5,AM-VI,"[76.42389262796112, 68.03508550263638, 73.66168391960709]",22.198221631748744,0.0,0.775775539073245,False,"(30, 180)","Interval: [68.03508550263638, 73.66168391960709] req=9.0 act=5.63; Interval: [73.66168391960709, 76.42389262796112] req=9.0 act=2.76"
