y_true,y_pred,smiles
43.2,43.533737,COC1=NN=C(C=C1)NC(C2=CC=NC3=CC=CC=C23)=O
48.6,46.29882,O=C(NC1=CC(C(F)(F)F)=CC(N2C=C(C)N=C2)=C1)C3=CC(Cl)=NC(C)=C3
47.4,55.160606,O=C(C)N[C@H](C(NCC1=CC2=C(OCO2)C=C1)=O)CC3=CC=CC=C3
60.6,63.981888,FC(F)(O1)OC(C=C2)=C1C=C2NC(CC3=CC=C(C=C3)[N+]([O-])=O)=O
61.8,61.21781,O=C(NCCC1=CC=CS1)C2=C(C3=CC=CC=C3S2)C
61.2,57.365543,O=C(NCC1=CC2=C(OCO2)C=C1)C3N(CCC3)C(OCC4=CC=CC=C4)=O
58.2,58.12125,O=C(NC(C=C1C)=CC=C1OC)CC2=CC=C(C=C2)OC
69.0,67.706985,O=C(CN(C(C1C2=C(C=CC=C2)OC3=C1C=CC=C3)=O)CC4=CC=CC=C4)OCC
54.6,55.77108,COC1=CC=C(C=C1OC)NC(C2CCN(CC2)C(OCC3=CC=CC=C3)=O)=O
51.0,50.301838,O=C(N(C)OC)C1=CC=C(S1)[N+]([O-])=O
53.4,57.6291,CC1=CC(C)=NC(NC(C2CC3=C(C=CC=C3)C2)=O)=N1
57.0,58.94467,O=C1C2=C(OCC3=C1C=CC=C3)C=CC(CC(N(C)OC)=O)=C2
60.6,63.75636,CCN1C2=C(C=C(C=C2)NC(C3=CC(CC4=NNC(C5=C4C=CC=C5)=O)=CC=C3F)=O)C6=C1C=CC=C6
43.399963,52.428658,O=C(NCC#C)C1=NC=C(N=C1)C(F)F
48.6,51.204132,O=C(NC1=CC=C2N=CC=NC2=C1)CC3=CC=C(C=C3)OC
72.0,60.600124,O=C(N(CC1)CCN1c2cccc(Cl)c2Cl)C3=C(C=C4C=CC=CC4=C3)OC
42.0,39.038376,CN1CCN(C(CC2=C3C=C(C=CC3=CC=C2)OC)=O)CC1
75.6,70.02601,CC(C)(C1=CC(C(NC2CCC3=C2C=CC=C3)=O)=CC(C(C)(C)C)=C1)C
40.049965,42.96036,CC1=NC=CN1C(C=C2)=CC=C2NC(Cc3cc(OC)c(OC)c(OC)c3)=O
49.2,48.895462,O=C(NC1=CC(C(F)(F)F)=CC(N2C=C(C)N=C2)=C1)COC3=CC=CC=C3
55.8,57.669525,O=C(NC(C=C1)=CC=C1C(OC)=O)CC2=CC=C3C(OCO3)=C2
64.8,66.231026,O=C(NC1=CC([N+]([O-])=O)=CC=C1C)[C@@H](C)C2=CC3=CC=C(C=C3C=C2)OC
57.6,60.178387,FC1=CC=C(CCNC(C2=CC=C3OC(F)(OC3=C2)F)=O)C=C1
61.2,64.57378,O=C(NCC1=CC=C(OC2=CC=CC=C2)C=C1)CC3=CN(C4=C3C=CC=C4)C
58.8,55.950462,O=C(N(C)CCC)CC1=CC=C(C=C1)C
55.2,57.700863,O=C(NC(CC)CC)CCCC1=CNC2=CC=CC=C21
42.79996,45.1916,O=C(NCC1=CC2=CC=CC=C2N=C1)C3=CC=C(C=O)C=C3
55.2,54.54567,CN(N=C1)C=C1NC(C(C)C2=CC=C(C3=CC=CC=C3)C(F)=C2)=O
59.4,52.484653,COC(C1=C(C=CS1)NC(Cc2cc(OC)c(OC)c(OC)c2)=O)=O
58.89995,60.308945,O=C(N1CCCC2=CC=CC=C12)C3=NC4=CC=CC=C4N=C3
61.8,64.21564,O=C(NCC1=CC=C(OC2=CC=CC=C2)C=C1)CN3C=CC4=C3C=CC=C4
73.65091,66.556046,O=C(NC1=CC=CC2=NC3=CC=CC=C3N=C21)CC4=CC=C(Cl)C=C4Cl
54.099953,51.842163,COC1=NN=C(C=C1)NC(Cc2c(F)cc(F)c(F)c2)=O
54.6,58.064194,O=C(NC(C=C1OC)=CC=C1C(OC)=O)CC2=CC=C3C(OCO3)=C2
63.0,64.58753,FC(F)(F)C1=CC=C(C=C1)CC(NC(C=C2C)=CC=C2OC)=O
54.6,56.894146,CC1=CC=C(C=C1)C(NCC2=CC=C(C=C2)F)=O
48.6,44.927948,O=C(C1=CC=CC=C1)C2=CC=CC=C2N3C=CN=C3C
62.4,59.961113,CN(C(C(C1=CC=CC=C1)=O)=O)C2CCCCC2
