objective,metric,verbosity,boosting_type,num_leaves,learning_rate,n_estimators,min_child_samples,reg_alpha,reg_lambda,subsample,colsample_bytree,min_split_gain,min_child_weight,seed,n_jobs
regression,l2,-1,gbdt,40,0.03,1500,15,0.05,0.05,0.85,0.85,0.01,0.001,42,-1
