Dataset_ID,Method,Values,Distance_Penalty,Range_Penalty,Final_Score,Is_Strict_Penalty,Value_Range,Violations
0,AM-I,"[89.38191581300917, 48.15941585632005, 73.85938063904726]",0.0,0.0,1.0,False,"(30, 120)",None
1,AM-II,"[58.116432826866436, 51.011258906430115, 52.147776170989445]",13.38092895351031,0.0,0.8262217019024636,False,"(30, 120)","Interval: [51.011258906430115, 52.147776170989445] req=9.0 act=1.14; Interval: [52.147776170989445, 58.116432826866436] req=9.0 act=5.97"
2,AM-III,"[95.06444093451057, 74.31096516439712, 79.71094033635313]",1.500010345018327,0.0,0.982954427897519,False,"(30, 150)","Interval: [74.31096516439712, 79.71094033635313] req=9.0 act=5.40"
3,AM-IV,"[65.55241195321679, 57.09119537285547, 55.61753039483376]",4.93191765795323,0.0,0.9359491213252827,False,"(30, 120)","Interval: [55.61753039483376, 57.09119537285547] req=9.0 act=1.47; Interval: [57.09119537285547, 65.55241195321679] req=9.0 act=8.46"
4,AM-V,"[65.76179668713993, 67.1936807393729, 65.43772864188067]",54.14682634169258,0.0,0.3846951552080389,False,"(30, 150)","Interval: [65.43772864188067, 65.76179668713993] req=9.0 act=0.32; Interval: [65.76179668713993, 67.1936807393729] req=9.0 act=1.43"
5,AM-VI,"[74.2912413557943, 62.919233235976726, 76.795037304271]",21.654013505077643,0.0,0.7812725908578015,False,"(30, 180)","Interval: [74.2912413557943, 76.795037304271] req=9.0 act=2.50"
