Dataset_ID,Method,Values,Distance_Penalty,Range_Penalty,Final_Score,Is_Strict_Penalty,Value_Range,Violations
0,AM-I,"[76.92415903725094, 44.505779893874, 70.81794059497938]",9.645938525761437,0.0,0.8747280710940073,False,"(30, 120)","Interval: [70.81794059497938, 76.92415903725094] req=9.0 act=6.11"
1,AM-II,"[56.86681305290333, 47.36041884024037, 56.104034123285665]",27.564230533338904,0.0,0.6420229800865077,False,"(30, 120)","Interval: [47.36041884024037, 56.104034123285665] req=9.0 act=8.74; Interval: [56.104034123285665, 56.86681305290333] req=9.0 act=0.76"
2,AM-III,"[87.59046434510088, 66.30661363773538, 77.50995138791959]",0.0,0.0,1.0,False,"(30, 150)",None
3,AM-IV,"[65.87705310293319, 52.131334502150985, 62.65101477052594]",19.246538891975835,0.0,0.7500449494548593,False,"(30, 120)","Interval: [62.65101477052594, 65.87705310293319] req=9.0 act=3.23"
4,AM-V,"[71.77300197858284, 66.8743603722462, 74.11912422341766]",35.85078716276181,0.0,0.5926046913322521,False,"(30, 150)","Interval: [66.8743603722462, 71.77300197858284] req=9.0 act=4.90; Interval: [71.77300197858284, 74.11912422341766] req=9.0 act=2.35"
5,AM-VI,"[77.21832166487991, 54.44091033768591, 71.86705750598259]",12.162452803675592,0.0,0.8771469413770142,False,"(30, 180)","Interval: [71.86705750598259, 77.21832166487991] req=9.0 act=5.35"
