Dataset_ID,Method,Values,Distance_Penalty,Range_Penalty,Final_Score,Is_Strict_Penalty,Value_Range,Violations
0,AM-I,"[58.181855780243815, 33.531577518781546, 55.608155449349375]",21.420998897018535,0.0,0.7218052091296294,False,"(30, 120)","Interval: [55.608155449349375, 58.181855780243815] req=9.0 act=2.57"
1,AM-II,"[42.163844807587246, 36.658552874816046, 47.98852861532788]",22.233414198293886,0.0,0.7112543610611184,False,"(30, 120)","Interval: [36.658552874816046, 42.163844807587246] req=9.0 act=5.51; Interval: [42.163844807587246, 47.98852861532788] req=9.0 act=5.82"
2,AM-III,"[65.08006840421069, 56.70331974998206, 71.77457239244148]",9.762491191801908,0.0,0.8890626000931602,False,"(30, 150)","Interval: [56.70331974998206, 65.08006840421069] req=9.0 act=8.38; Interval: [65.08006840421069, 71.77457239244148] req=9.0 act=6.69"
3,AM-IV,"[50.39192480598647, 48.50717751852327, 53.09175199380061]",44.718085082408884,0.0,0.4192456482804041,False,"(30, 120)","Interval: [48.50717751852327, 50.39192480598647] req=9.0 act=1.88; Interval: [50.39192480598647, 53.09175199380061] req=9.0 act=2.70"
4,AM-V,"[65.36787102473562, 60.94710922784485, 66.57294937694655]",41.24719950299432,0.0,0.53128182382961,False,"(30, 150)","Interval: [60.94710922784485, 65.36787102473562] req=9.0 act=4.42; Interval: [65.36787102473562, 66.57294937694655] req=9.0 act=1.21"
5,AM-VI,"[61.11946075383684, 55.44514450279431, 67.09551817342856]",21.165421097885826,0.0,0.786207867698123,False,"(30, 180)","Interval: [55.44514450279431, 61.11946075383684] req=9.0 act=5.67; Interval: [61.11946075383684, 67.09551817342856] req=9.0 act=5.98"
