Dataset_ID,Method,Values,Distance_Penalty,Range_Penalty,Final_Score,Is_Strict_Penalty,Value_Range,Violations
0,AM-I,"[59.38204816654029, 48.15941585632005, 59.38883258736653]",29.977385263912524,0,0.6106833082608762,False,"(30, 120)","Interval: [59.38204816654029, 59.38883258736653] req=9 act=0.01"
1,AM-II,"[51.18780276608808, 51.011258906430115, 46.13582665117989]",31.13009036145251,0,0.5957131121889284,False,"(30, 120)","Interval: [46.13582665117989, 51.011258906430115] req=9 act=4.88; Interval: [51.011258906430115, 51.18780276608808] req=9 act=0.18"
2,AM-III,"[101.13837013554951, 74.31096516439712, 88.59098759409727]",0.0,0,1.0,False,"(30, 150)",None
3,AM-IV,"[58.622936455972045, 57.09119537285547, 54.96304489318354]",27.757467023081457,0,0.6395134152846564,False,"(30, 120)","Interval: [54.96304489318354, 57.09119537285547] req=9 act=2.13; Interval: [57.09119537285547, 58.622936455972045] req=9 act=1.53"
4,AM-V,"[67.06918306074678, 67.1936807393729, 66.7714600430258]",58.59259767884301,0,0.33417502637678387,False,"(30, 150)","Interval: [66.7714600430258, 67.06918306074678] req=9 act=0.30; Interval: [67.06918306074678, 67.1936807393729] req=9 act=0.12"
5,AM-VI,"[75.84749202786219, 62.919233235976726, 81.1490095608078]",12.3282748901813,0,0.8754719708062495,False,"(30, 180)","Interval: [75.84749202786219, 81.1490095608078] req=9 act=5.30"
