Dataset_ID,Method,Values,Distance_Penalty,Range_Penalty,Final_Score,Is_Strict_Penalty,Value_Range,Violations
0,AM-I,"[54.01792504318078, 33.70951710218584, 66.5782771371256]",0.0,0,1.0,False,"(30, 120)",None
1,AM-II,"[53.21558629085326, 32.566273691797704, 58.72364413337655]",11.639807191589023,0,0.8488336728365062,False,"(30, 120)","Interval: [53.21558629085326, 58.72364413337655] req=9 act=5.51"
2,AM-III,"[86.85240418946049, 68.03171134517635, 72.6204828354324]",1.838011879059979,0,0.9791135013743184,False,"(30, 150)","Interval: [68.03171134517635, 72.6204828354324] req=9 act=4.59"
3,AM-IV,"[51.061942978370645, 40.14640614206841, 60.23687397756337]",0.0,0,1.0,False,"(30, 120)",None
4,AM-V,"[70.12199056806534, 65.56254689863474, 70.66757163971889]",42.98325086305283,0,0.5115539674653087,False,"(30, 150)","Interval: [65.56254689863474, 70.12199056806534] req=9 act=4.56; Interval: [70.12199056806534, 70.66757163971889] req=9 act=0.55"
5,AM-VI,"[75.49405718130606, 57.37283189264423, 74.10041058474543]",25.354511344797903,0,0.7438938248000212,False,"(30, 180)","Interval: [74.10041058474543, 75.49405718130606] req=9 act=1.39"
