Dataset_ID,Method,Values,Distance_Penalty,Range_Penalty,Final_Score,Is_Strict_Penalty,Value_Range,Violations
0,AM-I,"[82.00695883602869, 45.0875933616963, 60.46867708320963]",0.0,0,1.0,False,"(30, 120)",None
1,AM-II,"[56.55189463412906, 50.70511607027313, 48.068124437017495]",13.161991606623705,0,0.8290650440698221,False,"(30, 120)","Interval: [48.068124437017495, 50.70511607027313] req=9 act=2.64; Interval: [50.70511607027313, 56.55189463412906] req=9 act=5.85"
2,AM-III,"[87.59048053705797, 71.25833656415355, 68.6621032537667]",2.668236120672146,0,0.969679134992362,False,"(30, 150)","Interval: [68.6621032537667, 71.25833656415355] req=9 act=2.60"
3,AM-IV,"[66.7971320975254, 57.05609471603156, 54.313694131240304]",2.6073330896703104,0,0.966138531302983,False,"(30, 120)","Interval: [54.313694131240304, 57.05609471603156] req=9 act=2.74"
4,AM-V,"[74.92023929469607, 68.46761455785554, 73.03446036939509]",25.56121782752191,0,0.7095316155963419,False,"(30, 150)","Interval: [68.46761455785554, 73.03446036939509] req=9 act=4.57; Interval: [73.03446036939509, 74.92023929469607] req=9 act=1.89"
5,AM-VI,"[71.18812384752204, 59.74280998440052, 62.98888758006002]",5.0666801102685,0,0.9488214130275909,False,"(30, 180)","Interval: [59.74280998440052, 62.98888758006002] req=9 act=3.25; Interval: [62.98888758006002, 71.18812384752204] req=9 act=8.20"
