Dataset_ID,Method,Values,Distance_Penalty,Range_Penalty,Final_Score,Is_Strict_Penalty,Value_Range,Violations
0,AM-I,"[47.81645936688922, 49.27457655015108, 45.89751765546723]",48.74313701772051,0.0,0.36697224652311033,False,"(30, 120)","Interval: [45.89751765546723, 47.81645936688922] req=9.0 act=1.92; Interval: [47.81645936688922, 49.27457655015108] req=9.0 act=1.46"
1,AM-II,"[52.940782244219335, 49.84875431427105, 42.289074950562096]",20.293373831960313,0.0,0.7364496904940219,False,"(30, 120)","Interval: [42.289074950562096, 49.84875431427105] req=9.0 act=7.56; Interval: [49.84875431427105, 52.940782244219335] req=9.0 act=3.09"
2,AM-III,"[76.52050139448991, 71.8771126117264, 73.80812242251247]",23.904149338914326,0.0,0.728361939330519,False,"(30, 150)","Interval: [71.8771126117264, 73.80812242251247] req=9.0 act=1.93; Interval: [73.80812242251247, 76.52050139448991] req=9.0 act=2.71"
3,AM-IV,"[53.94193721639173, 56.56062427202408, 46.53245012063959]",26.572752828718365,0.0,0.6548993139127486,False,"(30, 120)","Interval: [46.53245012063959, 53.94193721639173] req=9.0 act=7.41; Interval: [53.94193721639173, 56.56062427202408] req=9.0 act=2.62"
4,AM-V,"[65.69840601727512, 69.44651513911298, 63.12936420041673]",38.94283020434585,0.0,0.5574678385869789,False,"(30, 150)","Interval: [63.12936420041673, 65.69840601727512] req=9.0 act=2.57; Interval: [65.69840601727512, 69.44651513911298] req=9.0 act=3.75"
5,AM-VI,"[66.84847818832358, 65.54911744238913, 64.28040501423679]",28.890167335155024,0.0,0.708180127927727,False,"(30, 180)","Interval: [64.28040501423679, 65.54911744238913] req=9.0 act=1.27; Interval: [65.54911744238913, 66.84847818832358] req=9.0 act=1.30"
