Dataset_ID,Method,Values,Distance_Penalty,Range_Penalty,Final_Score,Is_Strict_Penalty,Value_Range,Violations
0,AM-I,"[64.21776639930677, 65.02059492023042, 66.6934291884803]",30.37689065181704,0.0,0.6054949265997787,False,"(30, 120)","Interval: [64.21776639930677, 65.02059492023042] req=9.0 act=0.80; Interval: [65.02059492023042, 66.6934291884803] req=9.0 act=1.67"
1,AM-II,"[67.8413364579107, 58.1648215697575, 54.75617214148444]",2.329729404886226,0.0,0.9697437739625165,False,"(30, 120)","Interval: [54.75617214148444, 58.1648215697575] req=9.0 act=3.41"
2,AM-III,"[102.04931583762203, 85.5362067078548, 72.08118289615891]",0.0,0.0,1.0,False,"(30, 150)",None
3,AM-IV,"[62.92628303889402, 62.89034688688832, 53.43802485917485]",29.880212826647654,0.0,0.6119452879656149,False,"(30, 120)","Interval: [62.89034688688832, 62.92628303889402] req=9.0 act=0.04"
4,AM-V,"[68.97224470288101, 72.53710398904407, 65.15080772170568]",35.37901244220535,0.0,0.5979657677022119,False,"(30, 150)","Interval: [65.15080772170568, 68.97224470288101] req=9.0 act=3.82; Interval: [68.97224470288101, 72.53710398904407] req=9.0 act=3.56"
5,AM-VI,"[92.45932502239765, 75.82537589701734, 81.22420603444834]",1.5004874427370811,0.0,0.9848435611844739,False,"(30, 180)","Interval: [75.82537589701734, 81.22420603444834] req=9.0 act=5.40"
