Dataset_ID,Method,Values,Distance_Penalty,Range_Penalty,Final_Score,Is_Strict_Penalty,Value_Range,Violations
0,AM-I,"[79.50500183825532, 61.11737155556979, 47.50659693045944]",0.0,0.0,1.0,False,"(30, 120)",None
1,AM-II,"[64.28879886251886, 53.0843620196744, 48.0501760411704]",1.6524225089566673,0.0,0.9785399674161471,False,"(30, 120)","Interval: [48.0501760411704, 53.0843620196744] req=9.0 act=5.03"
2,AM-III,"[96.41461245158428, 71.69423233080752, 62.52729677208319]",0.0,0.0,1.0,False,"(30, 150)",None
3,AM-IV,"[67.55007684019833, 60.1573913050374, 52.020315572357696]",5.7172666608470255,0.0,0.9257497836253633,False,"(30, 120)","Interval: [52.020315572357696, 60.1573913050374] req=9.0 act=8.14; Interval: [60.1573913050374, 67.55007684019833] req=9.0 act=7.39"
4,AM-V,"[70.6826547136187, 68.33652528228983, 68.73699816845891]",27.097614480230238,0.0,0.6920725627246564,False,"(30, 150)","Interval: [68.33652528228983, 68.73699816845891] req=9.0 act=0.40; Interval: [68.73699816845891, 70.6826547136187] req=9.0 act=1.95"
5,AM-VI,"[70.8090610143866, 68.05236563323336, 57.28510603554027]",20.81101539615588,0.0,0.7897877232711528,False,"(30, 180)","Interval: [68.05236563323336, 70.8090610143866] req=9.0 act=2.76"
